company_permalink,company_name,company_category_code,company_country_code,company_state_code,company_region,company_city,investor_permalink,investor_name,investor_category_code,investor_country_code,investor_state_code,investor_region,investor_city,funding_round_type,funded_at,funded_month,funded_quarter,funded_year,raised_amount_usd
/company/drivecam,DriveCam,hardware,USA,CA,San Diego,San Diego,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,series-c+,2009-08-12,2009-08,2009-Q3,2009,19000000
/company/chegg,Chegg,education,USA,CA,SF Bay,Santa Clara,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,series-c+,2009-11-19,2009-11,2009-Q4,2009,57000002
/company/chegg,Chegg,education,USA,CA,SF Bay,Santa Clara,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,other,2009-11-19,2009-11,2009-Q4,2009,25000000
/company/coade,COADE,software,USA,TX,Houston,Houston,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,venture,2007-08-06,2007-08,2007-Q3,2007,42000000
/company/drivecam,DriveCam,hardware,USA,CA,San Diego,San Diego,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,series-c+,2007-03-01,2007-03,2007-Q1,2007,28000000
/company/achieve3000,Achieve3000,,USA,NJ,Lakewood,Lakewood,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,venture,2007-07-24,2007-07,2007-Q3,2007,9000000
/company/sword-ctspace,CTSpace,software,USA,CA,SF Bay,San Francisco,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,venture,2006-12-21,2006-12,2006-Q4,2006,5300000
/company/hautelook,HauteLook,fashion,USA,CA,Los Angeles,Los Angeles,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,series-c+,2010-06-03,2010-06,2010-Q2,2010,31000000
/company/parallels,Parallels,software,USA,WA,Seattle,Renton,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,venture,2005-06-15,2005-06,2005-Q2,2005,12400000
/company/solarwinds,SolarWinds,software,USA,TX,Austin,Austin,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,venture,2005-12-01,2005-12,2005-Q4,2005,200000000
/company/digital-harbor,Digital Harbor,software,USA,VA,Washington DC,Reston,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,series-b,2005-07-29,2005-07,2005-Q3,2005,11000000
/company/kony-solutions,Kony Solutions,mobile,USA,FL,Orlando,Orlando,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,series-a,2011-01-18,2011-01,2011-Q1,2011,19100000
/company/flipboard,Flipboard,news,USA,CA,SF Bay,Palo Alto,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,series-b,2011-04-14,2011-04,2011-Q2,2011,50000000
/company/exacttarget,ExactTarget,software,USA,IN,Indianapolis,Indianapolis,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,venture,2004-07-21,2004-07,2004-Q3,2004,10500000
/company/reputation-com,Reputation.com,web,USA,CA,SF Bay,Redwood City,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,series-c+,2011-07-18,2011-07,2011-Q3,2011,41000000
/company/cvent,Cvent,software,USA,VA,Washington DC,McLean,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,venture,2011-07-20,2011-07,2011-Q3,2011,136000000
/company/buddymedia,Salesforce Buddy Media,enterprise,USA,NY,New York,New York,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,series-c+,2011-08-15,2011-08,2011-Q3,2011,54000000
/company/tumblr,Tumblr,web,USA,NY,New York,New York,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,venture,2011-09-26,2011-09,2011-Q3,2011,85000000
/company/phd-virtual-technologies,PHD Virtual Technologies,enterprise,USA,PA,Philadelphia,Philadelphia,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,venture,2011-11-02,2011-11,2011-Q4,2011,
/company/drillinginfo,Drillinginfo,analytics,USA,TX,Austin,Austin,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,series-a,2012-03-05,2012-03,2012-Q1,2012,165000000
/company/zumba-fitness,Zumba Fitness,health,USA,FL,Hallandale,Hallandale,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,venture,2012-03-08,2012-03,2012-Q1,2012,
/company/kinnser-software,Kinnser Software,software,USA,TX,Austin,Austin,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,series-a,2012-03-26,2012-03,2012-Q1,2012,40000000
/company/kony-solutions,Kony Solutions,mobile,USA,FL,Orlando,Orlando,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,series-c+,2012-05-23,2012-05,2012-Q2,2012,15000000
/company/indie-gogo,Indiegogo,nonprofit,USA,CA,SF Bay,San Francisco,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,series-a,2012-06-06,2012-06,2012-Q2,2012,15000000
/company/fanatics,Fanatics,ecommerce,USA,FL,Jacksonville,Jacksonville,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,venture,2012-06-07,2012-06,2012-Q2,2012,225000000
/company/fuzebox,FuzeBox,software,USA,CA,SF Bay,San Francisco,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,series-a,2012-07-12,2012-07,2012-Q3,2012,20000000
/company/open-english,Open English,education,USA,FL,Coconut Grove,Coconut Grove,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,series-c+,2012-07-26,2012-07,2012-Q3,2012,43000000
/company/branding-brand,Branding Brand,mobile,USA,PA,Pittsburg,Pittsburgh,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,series-a,2012-10-01,2012-10,2012-Q4,2012,7500000
/company/cherwell-software,Cherwell Software,software,USA,CO,Colorado Springs,Colorado Springs,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,venture,2012-11-27,2012-11,2012-Q4,2012,25000000
/company/smartsheet,Smartsheet,enterprise,USA,WA,Seattle,Bellevue,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,venture,2012-12-03,2012-12,2012-Q4,2012,26000000
/company/udemy,Udemy,education,USA,CA,SF Bay,San Francisco,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,series-b,2012-12-07,2012-12,2012-Q4,2012,12000000
/company/pluralsight,PluralSight,education,USA,MA,Massachusetts - Other,,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,venture,2013-01-03,2013-01,2013-Q1,2013,27500000
/company/sr-labs,SR Labs,finance,USA,NY,New York,New York,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,venture,2013-01-09,2013-01,2013-Q1,2013,53000000
/company/tongal,Tongal,web,USA,CA,Los Angeles,Marina Del Rey,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,series-a,2013-01-14,2013-01,2013-Q1,2013,15000000
/company/new-relic,New Relic,software,USA,CA,SF Bay,San Francisco,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,private-equity,2013-02-05,2013-02,2013-Q1,2013,80000000
/company/airwatch,AirWatch,enterprise,USA,GA,Atlanta,Atlanta,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,series-a,2013-02-24,2013-02,2013-Q1,2013,200000000
/company/phd-virtual-technologies,PHD Virtual Technologies,enterprise,USA,PA,Philadelphia,Philadelphia,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,series-c+,2013-03-07,2013-03,2013-Q1,2013,2000000
/company/brightedge,BrightEdge,search,USA,CA,SF Bay,San Mateo,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,series-c+,2013-06-11,2013-06,2013-Q2,2013,42800000
/company/card-scanning-solutions,Card Scanning Solutions,analytics,USA,CA,Los Angeles,Culver City,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,private-equity,2013-06-19,2013-06,2013-Q2,2013,
/company/kaseya,Kaseya,software,USA,CA,SF Bay,San Jose,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,private-equity,2013-06-25,2013-06,2013-Q2,2013,
/company/anaqua,Anaqua,software,USA,MA,Boston,Boston,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,venture,2013-07-17,2013-07,2013-Q3,2013,100000000
/company/mediaspectrum,Mediaspectrum,software,USA,MA,Boston,Burlington,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,private-equity,2013-07-24,2013-07,2013-Q3,2013,35800000
/company/veeam-software,Veeam Software,software,USA,OH,Columbus,Columbus,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,venture,2013-07-30,2013-07,2013-Q3,2013,
/company/filmtrack,Filmtrack,enterprise,USA,CA,Los Angeles,Studio City,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,venture,2013-08-26,2013-08,2013-Q3,2013,20000000
/company/fuzebox,FuzeBox,software,USA,CA,SF Bay,San Francisco,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,series-b,2013-09-15,2013-09,2013-Q3,2013,26000000
/company/branding-brand,Branding Brand,mobile,USA,PA,Pittsburg,Pittsburgh,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,series-b,2013-09-19,2013-09,2013-Q3,2013,9500000
/company/flipboard,Flipboard,news,USA,CA,SF Bay,Palo Alto,/financial-organization/insight-venture-partners,Insight Venture Partners,,USA,NY,New York,New York,series-c+,2013-09-23,2013-09,2013-Q3,2013,50000000
/company/fuze-network,Fuze Network,finance,USA,UT,Salt Lake City,Salt Lake City,/financial-organization/insikt-ventures,Insikt Ventures,,USA,CA,SF Bay,San Francisco,angel,2011-02-22,2011-02,2011-Q1,2011,1200000
/company/livinglymedia,Livingly Media,advertising,USA,CA,SF Bay,San Carlos,/financial-organization/insikt-ventures,Insikt Ventures,,USA,CA,SF Bay,San Francisco,series-b,2012-05-01,2012-05,2012-Q2,2012,8900000
/company/subtledata,SubtleData,mobile,USA,TX,Austin,Austin,/financial-organization/insikt-ventures,Insikt Ventures,,USA,CA,SF Bay,San Francisco,angel,2012-11-18,2012-11,2012-Q4,2012,500000
/company/instore,Instore,enterprise,USA,CA,SF Bay,San Francisco,/financial-organization/insikt-ventures,Insikt Ventures,,USA,CA,SF Bay,San Francisco,angel,2011-11-07,2011-11,2011-Q4,2011,1200000
/company/symphony-commerce,Symphony Commerce (formerly Sneakpeeq),ecommerce,USA,CA,SF Bay,San Francisco,/financial-organization/insikt-ventures,Insikt Ventures,,USA,CA,SF Bay,San Francisco,series-a,2012-03-29,2012-03,2012-Q1,2012,7500000
/company/textingly,Textingly,messaging,USA,NY,New York,New York,/financial-organization/inspiration-ventures,Inspiration Ventures,,USA,CA,SF Bay,Burlingame,angel,2010-08-01,2010-08,2010-Q3,2010,650000
/company/aksel-paris,AKSEL GROUP,fashion,USA,NY,New York,New York,/financial-organization/inspiration-ventures,Inspiration Ventures,,USA,CA,SF Bay,Burlingame,angel,2011-11-07,2011-11,2011-Q4,2011,500000
/company/openbucks,Openbucks,ecommerce,USA,CA,SF Bay,Santa Clara,/financial-organization/inspiration-ventures,Inspiration Ventures,,USA,CA,SF Bay,Burlingame,series-a,2012-07-16,2012-07,2012-Q3,2012,4800000
/company/tendertree,TenderTree,web,USA,CA,SF Bay,San Francisco,/financial-organization/inspiration-ventures,Inspiration Ventures,,USA,CA,SF Bay,Burlingame,angel,2012-11-14,2012-11,2012-Q4,2012,1300000
/company/crowd-supply,Crowd Supply,ecommerce,USA,OR,unknown,Portalnd,/financial-organization/inspiration-ventures,Inspiration Ventures,,USA,CA,SF Bay,Burlingame,angel,2013-01-01,2013-01,2013-Q1,2013,500000
/company/appurify,Appurify,mobile,USA,CA,SF Bay,San Francisco,/financial-organization/inspovation-ventures,Inspovation Ventures,,,,unknown,,series-a,2012-04-01,2012-04,2012-Q2,2012,1750000
/company/modulation-therapeutics,Modulation Therapeutics,biotech,USA,FL,Tampa,Tampa,/financial-organization/institute-for-the-commercialization-of-public-research,Institute for the Commercialization of Public Research,,USA,FL,Palm Beach,Boca Raton,venture,2013-02-14,2013-02,2013-Q1,2013,
/company/prevacus,Prevacus,biotech,USA,FL,Tallahassee,Tallahassee,/financial-organization/institute-for-the-commercialization-of-public-research,Institute for the Commercialization of Public Research,,USA,FL,Palm Beach,Boca Raton,angel,2013-02-28,2013-02,2013-Q1,2013,
/company/sokikom,Sokikom,education,USA,CA,SF Bay,Mountain View,/financial-organization/institute-of-education-sciences,Institute of Education Sciences,,,,unknown,,series-a,2013-02-22,2013-02,2013-Q1,2013,2000000
/company/mysql,MySQL,enterprise,USA,CA,SF Bay,Cupertino,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,2006-02-01,2006-02,2006-Q1,2006,18500000
/company/ask-com,Ask.com,web,USA,CA,SF Bay,Oakland,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-a,1999-03-01,1999-03,1999-Q1,1999,25000000
/company/comscore,comScore,web,USA,VA,Washington DC,Reston,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,2002-06-06,2002-06,2002-Q2,2002,20000000
/company/comscore,comScore,web,USA,VA,Washington DC,Reston,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,2001-08-13,2001-08,2001-Q3,2001,15000000
/company/danger,Danger,mobile,USA,CA,SF Bay,Palo Alto,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,2004-07-01,2004-07,2004-Q3,2004,37000000
/company/yodlee,Yodlee,ecommerce,USA,CA,SF Bay,Redwood City,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,venture,2008-06-04,2008-06,2008-Q2,2008,35000000
/company/gaia,Gaia Interactive,games_video,USA,CA,SF Bay,San Jose,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,2008-07-14,2008-07,2008-Q3,2008,11000000
/company/zynga,Zynga,games_video,USA,CA,SF Bay,San Francisco,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-b,2008-07-18,2008-07,2008-Q3,2008,25000000
/company/homeaway,HomeAway,travel,USA,TX,Austin,Austin,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-b,2006-01-01,2006-01,2006-Q1,2006,160000000
/company/homeaway,HomeAway,travel,USA,TX,Austin,Austin,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,2008-11-10,2008-11,2008-Q4,2008,250000000
/company/rgb-networks,RGB Networks,games_video,USA,CA,SF Bay,Sunnyvale,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,2008-04-01,2008-04,2008-Q2,2008,20000000
/company/arcsight-inc,ArcSight,software,USA,CA,SF Bay,Cupertino,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,2006-06-30,2006-06,2006-Q2,2006,2975000
/company/aster-data-systems,Aster Data Systems,analytics,USA,CA,SF Bay,San Carlos,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-b,2009-02-25,2009-02,2009-Q1,2009,17000000
/company/twitter,Twitter,social,USA,CA,SF Bay,San Francisco,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,2009-02-13,2009-02,2009-Q1,2009,35000000
/company/motion-computing,Motion Computing,software,USA,TX,Austin,Austin,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,venture,2008-12-23,2008-12,2008-Q4,2008,6000000
/company/yodlee,Yodlee,ecommerce,USA,CA,SF Bay,Redwood City,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,venture,2006-06-29,2006-06,2006-Q2,2006,6000000
/company/twitter,Twitter,social,USA,CA,SF Bay,San Francisco,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,2009-09-25,2009-09,2009-Q3,2009,100000000
/company/yext,Yext,software,USA,NY,New York,New York,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,2009-10-01,2009-10,2009-Q4,2009,25000000
/company/zynga,Zynga,games_video,USA,CA,SF Bay,San Francisco,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-b,2009-11-04,2009-11,2009-Q4,2009,15187000
/company/spiceworks,Spiceworks,hardware,USA,TX,Austin,Austin,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,2010-01-11,2010-01,2010-Q1,2010,16000000
/company/lensvector,LensVector,hardware,USA,CA,SF Bay,Sunnyvale,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,2010-02-04,2010-02,2010-Q1,2010,30000000
/company/quigo,Quigo,advertising,USA,NY,New York,New York,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,venture,2007-06-07,2007-06,2007-Q2,2007,30000000
/company/ngmoco,ngmoco,games_video,USA,CA,SF Bay,San Francisco,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,2010-02-22,2010-02,2010-Q1,2010,24200000
/company/doubleverify,DoubleVerify,advertising,USA,NY,New York,New York,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-b,2010-03-08,2010-03,2010-Q1,2010,10000000
/company/markmonitor,MarkMonitor,security,USA,CA,SF Bay,San Francisco,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,venture,2006-05-11,2006-05,2006-Q2,2006,12000000
/company/handango,Handango,mobile,USA,NC,Raleigh-Durham,Durham,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-b,2006-09-12,2006-09,2006-Q3,2006,60500000
/company/cortina-systems,Cortina Systems,hardware,USA,CA,SF Bay,Sunnyvale,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,2006-09-11,2006-09,2006-Q3,2006,132000000
/company/nanogram,NanoGram,nanotech,USA,CA,SF Bay,Milpitas,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,venture,2006-01-18,2006-01,2006-Q1,2006,18700000
/company/sequence-design,Sequence Design,software,USA,CA,SF Bay,Santa Clara,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,venture,2005-12-13,2005-12,2005-Q4,2005,5300000
/company/teros,Teros,public_relations,USA,CA,SF Bay,Santa Clara,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,2005-04-14,2005-04,2005-Q2,2005,8000000
/company/hands-on-mobile,Hands-On Mobile,mobile,USA,CA,SF Bay,San Francisco,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,2005-10-05,2005-10,2005-Q4,2005,30000000
/company/aster-data-systems,Aster Data Systems,analytics,USA,CA,SF Bay,San Carlos,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,2010-09-22,2010-09,2010-Q3,2010,30000000
/company/buddymedia,Salesforce Buddy Media,enterprise,USA,NY,New York,New York,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,2010-10-19,2010-10,2010-Q4,2010,23000000
/company/marketo,Marketo,software,USA,CA,SF Bay,San Mateo,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,2010-11-17,2010-11,2010-Q4,2010,25000000
/company/fleetmatics,FleetMatics,software,USA,IL,Chicago,Rolling Meadows,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,2010-12-06,2010-12,2010-Q4,2010,68000000
/company/connectandsell,ConnectAndSell,enterprise,USA,CA,SF Bay,San Mateo,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,2011-02-09,2011-02,2011-Q1,2011,7500000
/company/sugar,POPSUGAR,web,USA,CA,SF Bay,San Francisco,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,venture,2011-04-12,2011-04,2011-Q2,2011,15000000
/company/spiceworks,Spiceworks,hardware,USA,TX,Austin,Austin,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,2011-04-28,2011-04,2011-Q2,2011,25000000
/company/addthis,AddThis,analytics,USA,VA,Washington DC,Vienna,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,2011-05-10,2011-05,2011-Q2,2011,20000000
/company/legalzoom-com,LegalZoom,legal,USA,CA,Los Angeles,Glendale,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-b,2011-07-24,2011-07,2011-Q3,2011,66000000
/company/varolii,Varolii,software,USA,WA,Seattle,Seattle,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,2011-07-26,2011-07,2011-Q3,2011,8000000
/company/yext,Yext,software,USA,NY,New York,New York,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,2011-07-28,2011-07,2011-Q3,2011,10000000
/company/buddymedia,Salesforce Buddy Media,enterprise,USA,NY,New York,New York,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,2011-08-15,2011-08,2011-Q3,2011,54000000
/company/personal-capital,Personal Capital,finance,USA,CA,SF Bay,Redwood City,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-b,2011-08-26,2011-08,2011-Q3,2011,15000000
/company/doubleverify,DoubleVerify,advertising,USA,NY,New York,New York,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,venture,2011-08-30,2011-08,2011-Q3,2011,33000000
/company/dropbox,Dropbox,software,USA,CA,SF Bay,San Francisco,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-b,2011-10-18,2011-10,2011-Q4,2011,250000000
/company/personal-capital,Personal Capital,finance,USA,CA,SF Bay,Redwood City,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-a,2010-05-01,2010-05,2010-Q2,2010,10000000
/company/business-insider,Business Insider,web,USA,NY,New York,New York,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,venture,2011-09-22,2011-09,2011-Q3,2011,7000000
/company/whale-shark-media,"RetailMeNot, Inc.",web,USA,TX,Austin,Austin,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,venture,2011-11-10,2011-11,2011-Q4,2011,150000000
/company/marketo,Marketo,software,USA,CA,SF Bay,San Mateo,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,2011-11-16,2011-11,2011-Q4,2011,50000000
/company/klout,Klout,social,USA,CA,SF Bay,San Francisco,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,2012-01-01,2012-01,2012-Q1,2012,30000000
/company/inspirato,Inspirato,travel,USA,CO,Denver,Denver,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,venture,2012-01-31,2012-01,2012-Q1,2012,20000000
/company/domo,Domo,software,USA,UT,Salt Lake City,American Fork,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-a,2012-01-31,2012-01,2012-Q1,2012,20000000
/company/lifelock,LifeLock,security,USA,AZ,Phoenix,Tempe,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,venture,2012-03-14,2012-03,2012-Q1,2012,100000000
/company/the-honest-company,The Honest Company,ecommerce,USA,CA,Los Angeles,Santa Monica,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-a,2012-03-23,2012-03,2012-Q1,2012,27000000
/company/voxer-llc,Voxer LLC,mobile,USA,CA,SF Bay,San Francisco,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,2012-02-11,2012-02,2012-Q1,2012,30000000
/company/eucalyptus-systems-inc,Eucalyptus Systems,enterprise,USA,CA,Santa Barbara,Goleta,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,2012-04-18,2012-04,2012-Q2,2012,30000000
/company/mobileiron,MobileIron,mobile,USA,CA,SF Bay,Mountain View,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,2012-05-29,2012-05,2012-Q2,2012,40000000
/company/hipmunk,Hipmunk,travel,USA,CA,SF Bay,San Francisco,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-b,2012-06-12,2012-06,2012-Q2,2012,15000000
/company/yext,Yext,software,USA,NY,New York,New York,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,2012-06-12,2012-06,2012-Q2,2012,27000000
/company/care-com,Care.com,web,USA,MA,Boston,Waltham,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,2012-07-07,2012-07,2012-Q3,2012,50000000
/company/aerohive-networks,Aerohive Networks,mobile,USA,CA,SF Bay,Sunnyvale,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,2012-09-11,2012-09,2012-Q3,2012,22500000
/company/mindbody,MINDBODY,software,USA,CA,San Luis Obispo,San Luis Obispo,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,venture,2012-11-01,2012-11,2012-Q4,2012,35000000
/company/wikia,Wikia,web,USA,CA,SF Bay,San Francisco,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,2012-11-30,2012-11,2012-Q4,2012,10800000
/company/one-kings-lane,One Kings Lane,ecommerce,USA,CA,SF Bay,San Francisco,/financial-organization/institutional-venture-partners,Institutional Venture Partners,,USA,CA,SF Bay,Menlo Park,series-c+,2012-12-12,2012-12,2012-Q4,2012,50000000
